Ligand,Pocket,Best Score (kcal/mol),All Scores
CIMG_06197_prepared_Verapamil,1,-8.5,"[-8.5, 0.0, 0.0, -8.5, 1.218, 2.044, -8.4, 1.824, 2.19, -8.4, 2.474, 9.315, -8.3, 3.393, 6.854, -8.3, 1.726, 10.372, -8.3, 2.643, 9.8, -8.1, 3.193, 5.187, -8.0, 3.249, 5.75, -8.0, 3.196, 8.763]"
CIMG_06197_prepared_Verapamil,14,-8.2,"[-8.2, 0.0, 0.0, -8.1, 0.998, 2.441, -8.1, 0.867, 1.876, -7.9, 1.244, 2.315, -7.9, 3.16, 11.515, -7.8, 1.51, 11.228, -7.8, 1.397, 2.675, -7.7, 2.55, 11.423, -7.6, 2.838, 11.482, -7.4, 5.293, 8.845]"
CIMG_06197_prepared_Verapamil,4,-7.3,"[-7.3, 0.0, 0.0, -7.3, 2.537, 3.765, -7.3, 3.399, 6.67, -7.2, 2.581, 3.659, -7.2, 2.323, 3.676, -7.2, 3.142, 5.603, -7.2, 2.333, 5.728, -7.1, 2.966, 5.987, -7.1, 2.249, 5.888, -7.1, 2.866, 6.097]"
CIMG_06197_prepared_Verapamil,11,-7.4,"[-7.4, 0.0, 0.0, -7.2, 1.07, 1.884, -7.2, 2.949, 9.857, -7.2, 2.583, 9.773, -7.1, 3.615, 9.088, -6.9, 1.708, 2.706, -6.9, 3.232, 5.688, -6.8, 3.184, 5.891, -6.8, 2.083, 10.113, -6.7, 3.267, 9.312]"
CIMG_06197_prepared_Verapamil,18,-5.7,"[-5.7, 0.0, 0.0, -5.7, 2.855, 6.809, -5.6, 2.066, 3.932, -5.6, 3.607, 5.902, -5.6, 4.016, 6.668, -5.6, 2.763, 5.379, -5.4, 2.196, 4.33, -5.4, 4.209, 6.913, -5.4, 2.928, 6.177, -5.3, 3.176, 6.199]"
CIMG_06197_prepared_Verapamil,19,-6.8,"[-6.8, 0.0, 0.0, -6.8, 1.065, 1.859, -6.7, 0.937, 1.943, -6.6, 1.406, 9.423, -6.6, 1.492, 9.892, -6.5, 1.662, 9.19, -6.4, 5.932, 8.852, -6.4, 1.24, 2.517, -6.3, 1.968, 9.785, -6.3, 1.699, 10.789]"
CIMG_06197_prepared_Verapamil,3,-6.8,"[-6.8, 0.0, 0.0, -6.7, 0.814, 1.776, -6.2, 1.184, 2.597, -6.2, 2.864, 5.885, -6.2, 2.724, 6.463, -6.1, 2.781, 5.266, -6.1, 1.481, 5.605, -6.1, 2.826, 5.474, -6.0, 3.13, 4.918, -5.9, 4.245, 6.072]"
CIMG_06197_prepared_Verapamil,9,-6.2,"[-6.2, 0.0, 0.0, -6.1, 5.437, 9.713, -5.9, 5.73, 9.904, -5.9, 5.008, 9.088, -5.8, 3.872, 5.851, -5.8, 3.864, 5.414, -5.7, 3.172, 4.021, -5.7, 6.726, 9.581, -5.7, 6.43, 10.071, -5.6, 2.47, 5.573]"
CIMG_06197_prepared_Verapamil,8,-6.6,"[-6.6, 0.0, 0.0, -6.6, 0.865, 1.846, -6.5, 3.669, 5.407, -6.5, 3.682, 7.543, -6.4, 3.429, 5.306, -6.3, 0.987, 1.296, -6.2, 3.639, 7.42, -6.1, 1.781, 3.973, -6.1, 2.534, 5.332, -6.0, 3.449, 7.174]"
CIMG_06197_prepared_Verapamil,10,-6.6,"[-6.6, 0.0, 0.0, -6.5, 3.385, 6.505, -6.5, 3.179, 4.899, -6.5, 3.385, 4.417, -6.4, 7.394, 11.462, -6.4, 1.971, 3.825, -6.3, 3.223, 4.476, -6.3, 3.835, 6.411, -6.2, 3.205, 6.045, -6.2, 3.944, 8.295]"
CIMG_06197_prepared_Verapamil,2,-6.8,"[-6.8, 0.0, 0.0, -6.8, 6.413, 11.009, -6.7, 1.644, 2.706, -6.6, 6.655, 11.28, -6.6, 7.199, 11.205, -6.5, 7.419, 11.116, -6.5, 6.221, 10.392, -6.5, 6.674, 10.008, -6.4, 6.633, 10.359, -6.4, 6.857, 10.412]"
CIMG_06197_prepared_Verapamil,15,-6.7,"[-6.7, 0.0, 0.0, -6.7, 5.525, 9.76, -6.6, 7.138, 10.939, -6.6, 7.968, 10.689, -6.5, 6.021, 10.116, -6.5, 7.012, 10.858, -6.4, 3.29, 5.993, -6.4, 8.135, 11.17, -6.4, 7.596, 10.98, -6.4, 3.299, 5.863]"
CIMG_06197_prepared_Verapamil,7,-6.1,"[-6.1, 0.0, 0.0, -5.8, 2.968, 4.449, -5.8, 3.634, 5.484, -5.8, 3.629, 5.266, -5.8, 3.764, 6.686, -5.7, 6.514, 9.213, -5.7, 5.339, 9.612, -5.7, 5.845, 8.588, -5.7, 3.035, 4.794, -5.7, 4.841, 9.549]"
CIMG_06197_prepared_Verapamil,13,-7.7,"[-7.7, 0.0, 0.0, -7.6, 2.93, 6.912, -7.4, 0.823, 1.668, -7.4, 2.729, 6.798, -7.3, 2.599, 5.821, -7.2, 2.221, 3.908, -7.2, 3.04, 6.845, -7.2, 9.897, 14.184, -7.2, 2.323, 5.904, -7.1, 9.466, 13.71]"
CIMG_06197_prepared_Verapamil,17,-6.6,"[-6.6, 0.0, 0.0, -6.6, 2.36, 7.988, -6.4, 3.113, 8.054, -6.4, 3.285, 8.079, -6.4, 3.279, 5.799, -6.3, 3.278, 8.084, -6.3, 2.328, 8.092, -6.3, 3.308, 5.657, -6.2, 3.377, 6.399, -6.2, 3.16, 5.731]"
CIMG_06197_prepared_Verapamil,16,-6.7,"[-6.7, 0.0, 0.0, -6.2, 1.152, 2.044, -6.1, 7.005, 9.471, -6.1, 1.49, 2.221, -6.1, 2.692, 5.411, -6.0, 2.8, 5.669, -6.0, 3.458, 5.505, -5.9, 2.917, 5.229, -5.9, 2.204, 4.08, -5.9, 1.304, 2.223]"
CIMG_06197_prepared_Verapamil,20,-7.3,"[-7.3, 0.0, 0.0, -7.2, 3.626, 6.456, -7.2, 1.136, 2.012, -7.0, 1.383, 1.731, -6.9, 3.311, 5.03, -6.9, 2.821, 4.755, -6.8, 3.506, 11.691, -6.8, 2.358, 4.294, -6.7, 4.379, 7.236, -6.7, 3.338, 5.203]"
CIMG_06197_prepared_Verapamil,6,-7.3,"[-7.3, 0.0, 0.0, -7.3, 7.598, 11.878, -7.2, 4.788, 8.464, -7.1, 7.562, 10.745, -7.1, 3.635, 8.892, -7.1, 7.592, 11.744, -7.1, 7.884, 10.734, -7.1, 8.13, 11.006, -7.1, 5.92, 8.122, -7.0, 7.894, 11.805]"
CIMG_06197_prepared_Tacrolimus,5,-2.3,"[-2.3, 0.0, 0.0, -2.1, 3.425, 10.849, -0.8, 2.441, 11.246, -0.8, 2.012, 10.86, 0.6, 2.129, 10.916, 0.7, 4.349, 7.709]"
CIMG_06197_prepared_Tacrolimus,12,-10.0,"[-10.0, 0.0, 0.0, -9.6, 3.306, 10.307, -9.2, 2.992, 10.045, -8.7, 0.833, 1.399, -8.6, 3.276, 5.845, -7.9, 2.711, 5.56, -7.5, 13.106, 20.63, -7.4, 12.598, 20.342, -7.3, 12.389, 20.354, -7.2, 11.193, 19.081]"
CIMG_06197_prepared_Tacrolimus,1,-2.8,"[-2.8, 0.0, 0.0, -1.9, 2.089, 4.26, -1.8, 2.408, 4.438, -1.7, 2.357, 10.05, -0.1, 2.029, 5.871, 0.3, 2.507, 9.918, 0.8, 2.158, 10.029, 1.0, 2.593, 4.615]"
CIMG_06197_prepared_Tacrolimus,14,-1.0,"[-1.0, 0.0, 0.0, -0.1, 3.357, 8.174, 0.7, 1.889, 2.53, 2.2, 3.8, 6.867, 2.3, 7.377, 11.922, 2.3, 5.355, 9.798, 2.7, 3.315, 11.201]"
CIMG_06197_prepared_Tacrolimus,4,-5.0,"[-5.0, 0.0, 0.0, -3.8, 1.999, 2.714, -3.7, 1.6, 1.942, -3.1, 3.711, 11.604, -2.9, 3.516, 11.981, -2.6, 2.817, 11.128, -2.5, 3.402, 11.721, -2.4, 3.793, 11.315, -1.1, 3.429, 5.855]"
CIMG_06197_prepared_Tacrolimus,11,-7.3,"[-7.3, 0.0, 0.0, -7.2, 3.71, 10.71, -7.2, 3.296, 9.99, -7.1, 0.776, 1.324, -7.1, 3.883, 10.232, -6.8, 2.383, 10.903, -6.8, 7.858, 12.706, -6.7, 5.551, 11.832, -6.6, 10.827, 15.037, -6.6, 10.348, 15.143]"
CIMG_06197_prepared_Tacrolimus,18,-8.0,"[-8.0, 0.0, 0.0, -7.9, 4.944, 9.985, -7.2, 3.564, 6.008, -7.1, 4.545, 12.139, -7.1, 4.685, 12.163, -7.0, 4.465, 8.794, -7.0, 4.406, 11.721, -6.8, 3.271, 5.352, -6.7, 4.037, 11.604, -6.6, 3.877, 8.104]"
CIMG_06197_prepared_Tacrolimus,19,-7.4,"[-7.4, 0.0, 0.0, -7.3, 3.457, 11.653, -7.2, 3.502, 6.83, -7.2, 2.595, 6.059, -7.0, 3.795, 10.724, -6.8, 2.035, 3.028, -6.8, 4.559, 11.805, -6.7, 4.339, 7.563, -6.7, 5.097, 12.392, -6.6, 4.402, 9.402]"
CIMG_06197_prepared_Tacrolimus,3,-2.5,"[-2.5, 0.0, 0.0, -1.7, 1.077, 1.198, -0.8, 0.817, 1.444]"
CIMG_06197_prepared_Tacrolimus,9,-10.2,"[-10.2, 0.0, 0.0, -9.7, 3.163, 10.087, -9.1, 3.132, 10.209, -9.1, 0.911, 1.449, -9.0, 2.997, 10.068, -9.0, 3.231, 9.985, -8.8, 2.978, 9.823, -8.5, 3.319, 5.877, -8.2, 2.807, 10.079, -7.9, 2.709, 5.544]"
CIMG_06197_prepared_Tacrolimus,8,-7.9,"[-7.9, 0.0, 0.0, -6.9, 3.05, 9.745, -6.8, 3.386, 5.852, -6.7, 2.167, 10.991, -6.7, 3.515, 9.455, -6.7, 2.906, 10.354, -6.7, 3.91, 8.476, -6.6, 3.428, 7.561, -6.6, 3.33, 7.912, -6.4, 2.209, 10.952]"
CIMG_06197_prepared_Tacrolimus,10,-10.3,"[-10.3, 0.0, 0.0, -10.1, 1.086, 1.154, -9.9, 3.002, 10.593, -9.8, 2.618, 5.816, -9.8, 2.543, 5.829, -9.8, 0.78, 1.428, -9.7, 2.565, 5.465, -9.7, 2.404, 5.662, -9.5, 2.576, 5.358, -9.5, 2.265, 10.883]"
CIMG_06197_prepared_Tacrolimus,2,-5.2,"[-5.2, 0.0, 0.0, -5.1, 2.414, 9.989, -3.9, 3.048, 6.494, -3.8, 2.55, 9.889, -3.7, 3.149, 6.644, -3.4, 2.16, 11.014, -3.4, 2.194, 10.927, -3.1, 2.178, 11.11, -2.5, 2.817, 10.478, -2.2, 2.945, 7.247]"
CIMG_06197_prepared_Tacrolimus,15,-10.2,"[-10.2, 0.0, 0.0, -9.7, 3.167, 10.108, -9.1, 0.916, 1.451, -9.0, 1.085, 1.33, -8.6, 3.26, 5.86, -8.1, 1.562, 2.301, -7.9, 2.71, 5.545, -7.9, 2.958, 6.579, -7.7, 3.048, 5.738, -7.5, 2.124, 10.252]"
CIMG_06197_prepared_Tacrolimus,7,-10.2,"[-10.2, 0.0, 0.0, -9.1, 0.964, 1.489, -8.6, 3.245, 5.835, -7.9, 2.717, 5.529, -7.9, 15.064, 19.993, -7.7, 1.62, 2.28, -7.5, 2.074, 10.214, -7.5, 14.934, 20.173, -7.4, 11.612, 19.289, -7.3, 14.253, 19.864]"
CIMG_06197_prepared_Tacrolimus,13,-3.6,"[-3.6, 0.0, 0.0, -3.4, 9.074, 15.261, -2.8, 3.755, 8.807, -2.4, 8.606, 14.6, -2.2, 6.731, 12.894, -1.9, 4.791, 10.842, -1.5, 5.934, 11.849, -1.4, 8.91, 15.642, -1.4, 8.83, 15.23, -1.3, 7.827, 12.434]"
CIMG_06197_prepared_Tacrolimus,17,-5.7,"[-5.7, 0.0, 0.0, -5.7, 15.437, 20.283, -5.5, 3.495, 8.016, -5.4, 3.62, 7.618, -5.4, 1.848, 2.592, -5.3, 13.584, 19.949, -5.3, 3.269, 7.967, -5.3, 3.328, 8.955, -5.2, 13.259, 21.74, -5.1, 2.283, 10.9]"
CIMG_06197_prepared_Tacrolimus,16,-3.0,"[-3.0, 0.0, 0.0, -2.6, 10.106, 13.68, -2.4, 11.464, 15.684, -2.3, 5.519, 12.458, -2.2, 7.327, 12.594, -1.8, 3.089, 6.964, -1.5, 5.175, 10.317, -1.0, 3.867, 7.863, -1.0, 2.438, 4.296, -0.8, 3.261, 4.811]"
CIMG_06197_prepared_Tacrolimus,20,-7.6,"[-7.6, 0.0, 0.0, -7.6, 2.2, 3.21, -7.5, 3.095, 6.24, -7.5, 2.766, 5.549, -7.4, 3.022, 10.292, -7.3, 3.328, 5.051, -7.3, 2.707, 3.536, -7.2, 2.588, 10.423, -7.2, 2.98, 4.853, -7.1, 3.207, 10.562]"
CIMG_06197_prepared_Tacrolimus,6,-10.4,"[-10.4, 0.0, 0.0, -10.2, 3.519, 10.652, -10.1, 3.303, 10.716, -9.9, 3.55, 10.406, -9.8, 3.503, 5.836, -9.6, 2.625, 10.252, -9.5, 2.968, 10.247, -9.5, 3.731, 9.941, -9.4, 3.868, 9.377, -9.3, 3.586, 5.961]"
CIMG_06197_prepared_Milbemycin,5,-7.4,"[-7.4, 0.0, 0.0, -6.8, 2.511, 8.792, -6.0, 2.323, 5.638, -5.9, 3.05, 6.118, -5.4, 2.859, 5.414, -5.1, 2.857, 5.295, -4.6, 2.238, 5.681, -4.5, 2.582, 8.166, -4.5, 2.145, 7.502, -4.5, 2.345, 7.655]"
CIMG_06197_prepared_Milbemycin,12,-9.5,"[-9.5, 0.0, 0.0, -9.0, 2.352, 7.881, -8.8, 2.457, 7.959, -8.2, 2.499, 8.082, -8.1, 2.124, 7.752, -7.3, 2.429, 3.086, -7.1, 2.896, 5.061, -6.8, 2.453, 5.493, -6.5, 1.699, 2.048, -5.8, 2.326, 7.177]"
CIMG_06197_prepared_Milbemycin,1,-9.2,"[-9.2, 0.0, 0.0, -8.4, 2.534, 7.984, -6.0, 13.823, 18.91, -5.9, 5.476, 11.747, -5.8, 4.285, 10.205, -5.6, 4.802, 10.23, -5.6, 2.926, 9.173, -5.6, 2.867, 6.335, -5.5, 2.494, 8.925, -5.4, 13.478, 19.281]"
CIMG_06197_prepared_Milbemycin,14,-4.4,"[-4.4, 0.0, 0.0, -2.3, 2.294, 7.506]"
CIMG_06197_prepared_Milbemycin,4,-8.7,"[-8.7, 0.0, 0.0, -8.5, 3.005, 7.363, -7.5, 2.71, 8.443, -7.1, 2.152, 6.79, -7.1, 1.962, 7.814, -7.1, 3.523, 7.319, -6.0, 2.054, 5.575, -6.0, 2.069, 7.942, -6.0, 2.555, 5.994, -5.8, 2.132, 3.508]"
CIMG_06197_prepared_Milbemycin,11,-8.9,"[-8.9, 0.0, 0.0, -8.2, 2.175, 5.657, -7.9, 2.242, 5.741, -7.9, 2.761, 6.666, -7.7, 2.326, 7.918, -7.7, 1.027, 1.1, -7.7, 7.366, 10.542, -7.6, 2.118, 5.546, -7.4, 7.273, 10.714, -7.3, 6.891, 10.266]"
CIMG_06197_prepared_Milbemycin,18,-9.9,"[-9.9, 0.0, 0.0, -8.6, 2.769, 7.115, -8.2, 4.569, 9.354, -8.0, 2.851, 6.097, -8.0, 2.139, 3.247, -8.0, 2.923, 9.252, -7.9, 2.272, 7.231, -7.9, 3.545, 8.517, -7.8, 4.094, 6.787, -7.8, 4.245, 8.803]"
CIMG_06197_prepared_Milbemycin,19,-7.6,"[-7.6, 0.0, 0.0, -7.3, 5.915, 12.015, -7.0, 4.023, 8.749, -6.9, 3.099, 5.535, -6.8, 2.923, 7.949, -6.7, 3.387, 6.575, -6.7, 3.101, 8.818, -6.5, 2.193, 7.23, -6.4, 2.635, 4.488, -6.2, 4.894, 9.157]"
CIMG_06197_prepared_Milbemycin,3,0.0,"[0.4, 0.0, 0.0, 0.5, 1.638, 7.57, 3.2, 2.226, 7.248, 4.4, 1.278, 1.511]"
CIMG_06197_prepared_Milbemycin,9,-10.1,"[-10.1, 0.0, 0.0, -10.0, 3.208, 6.325, -10.0, 5.412, 9.002, -9.9, 2.831, 8.244, -9.8, 2.716, 6.013, -9.8, 1.651, 2.354, -9.8, 2.152, 3.014, -9.7, 3.16, 6.876, -9.7, 4.177, 8.551, -9.5, 3.273, 7.385]"
CIMG_06197_prepared_Milbemycin,8,-10.3,"[-10.3, 0.0, 0.0, -9.9, 2.447, 5.788, -9.7, 2.992, 6.925, -9.1, 2.849, 7.053, -9.0, 2.734, 6.572, -8.8, 2.74, 6.511, -8.8, 2.24, 8.706, -8.8, 3.384, 7.942, -8.8, 2.928, 3.672, -8.7, 2.692, 6.011]"
CIMG_06197_prepared_Milbemycin,10,-9.8,"[-9.8, 0.0, 0.0, -9.3, 3.793, 7.918, -9.3, 3.551, 9.397, -9.1, 2.212, 8.35, -9.1, 3.069, 9.062, -9.1, 3.842, 8.01, -9.0, 3.646, 5.766, -9.0, 3.384, 7.458, -9.0, 2.86, 5.968, -8.9, 2.166, 7.355]"
CIMG_06197_prepared_Milbemycin,2,-9.0,"[-9.0, 0.0, 0.0, -8.7, 3.781, 9.626, -8.5, 2.434, 6.88, -8.4, 3.017, 9.053, -7.8, 1.835, 7.674, -7.5, 3.903, 8.155, -7.4, 3.74, 5.963, -7.1, 7.768, 11.661, -7.1, 3.525, 8.085, -7.0, 2.243, 7.94]"
CIMG_06197_prepared_Milbemycin,15,-10.3,"[-10.3, 0.0, 0.0, -10.1, 3.345, 6.479, -10.1, 5.441, 9.004, -9.9, 2.717, 6.043, -9.8, 2.74, 8.164, -9.8, 1.693, 2.462, -9.8, 2.191, 3.128, -9.7, 4.246, 8.542, -9.6, 2.286, 7.697, -9.4, 3.113, 7.373]"
CIMG_06197_prepared_Milbemycin,7,-10.2,"[-10.2, 0.0, 0.0, -10.1, 3.72, 6.357, -9.8, 3.204, 5.097, -9.8, 2.011, 2.481, -9.8, 2.536, 5.394, -9.6, 1.289, 1.415, -9.4, 3.606, 8.168, -9.1, 2.265, 5.015, -9.1, 2.485, 8.909, -8.9, 2.918, 8.79]"
CIMG_06197_prepared_Milbemycin,13,-8.5,"[-8.5, 0.0, 0.0, -8.4, 3.445, 8.124, -7.3, 2.871, 5.658, -5.9, 3.678, 6.746, -5.8, 6.534, 9.995, -5.6, 3.997, 6.801, -5.5, 6.038, 10.852, -5.5, 7.262, 12.616, -5.0, 4.348, 7.882, -4.8, 2.794, 9.226]"
CIMG_06197_prepared_Milbemycin,17,-4.8,"[-4.8, 0.0, 0.0, -4.1, 2.25, 7.598, -3.9, 1.993, 5.354, -3.7, 2.455, 8.533, -3.5, 2.159, 8.288, -1.1, 2.069, 7.619]"
CIMG_06197_prepared_Milbemycin,16,-9.1,"[-9.1, 0.0, 0.0, -8.8, 3.693, 7.371, -8.5, 3.303, 7.986, -7.8, 3.738, 8.558, -7.4, 2.366, 7.86, -6.8, 2.346, 5.818, -6.2, 4.37, 7.498, -6.0, 2.245, 7.934, -5.9, 3.071, 6.961, -5.8, 5.121, 8.163]"
CIMG_06197_prepared_Milbemycin,20,-9.0,"[-9.0, 0.0, 0.0, -7.9, 2.473, 7.382, -7.9, 4.009, 7.882, -7.8, 3.183, 6.511, -7.7, 2.433, 5.759, -7.7, 2.926, 6.31, -7.5, 3.704, 6.101, -7.4, 3.628, 8.987, -7.3, 3.195, 8.491, -7.1, 3.326, 8.784]"
CIMG_06197_prepared_Milbemycin,6,-10.6,"[-10.6, 0.0, 0.0, -10.3, 5.336, 9.81, -9.7, 4.894, 10.958, -9.6, 4.936, 7.441, -9.6, 1.128, 1.252, -9.3, 3.964, 8.355, -9.3, 5.527, 8.577, -9.3, 2.634, 8.295, -9.3, 4.506, 7.419, -9.2, 2.541, 9.001]"
CIMG_00533_prepared_Milbemycin,5,-10.7,"[-10.7, 0.0, 0.0, -10.6, 2.826, 8.704, -10.4, 3.515, 8.792, -10.2, 2.427, 5.565, -9.2, 4.472, 7.568, -9.2, 3.444, 5.79, -9.0, 4.235, 8.708, -8.9, 3.109, 7.954, -8.9, 3.322, 8.113, -8.5, 3.576, 8.466]"
CIMG_00533_prepared_Milbemycin,12,0.0,"[57.1, 0.0, 0.0, 59.3, 1.431, 2.028]"
CIMG_00533_prepared_Milbemycin,1,-8.7,"[-8.7, 0.0, 0.0, -7.2, 5.103, 10.96, -7.1, 25.684, 29.611, -6.1, 24.882, 28.044, -5.8, 24.326, 27.691, -5.8, 24.076, 27.246, -5.7, 17.763, 21.449, -5.7, 24.99, 28.059, -5.6, 23.501, 28.963, -5.6, 18.99, 24.821]"
CIMG_00533_prepared_Milbemycin,14,-10.9,"[-10.9, 0.0, 0.0, -10.3, 3.492, 6.189, -10.2, 4.271, 8.872, -10.1, 3.745, 8.383, -10.1, 2.089, 2.785, -10.0, 3.738, 8.451, -9.9, 3.302, 4.03, -9.8, 1.912, 7.6, -9.5, 3.706, 7.038, -9.3, 3.791, 6.059]"
CIMG_00533_prepared_Milbemycin,4,-5.7,"[-5.7, 0.0, 0.0, -5.7, 15.294, 17.287, -4.8, 1.708, 1.939, -4.8, 3.304, 8.108, -4.6, 2.472, 8.158, -4.5, 1.099, 1.184, -4.5, 3.972, 6.279, -4.4, 15.142, 17.11, -3.4, 2.684, 4.868, -3.0, 3.155, 8.615]"
CIMG_00533_prepared_Milbemycin,11,-7.7,"[-7.7, 0.0, 0.0, -7.5, 1.54, 2.059, -7.4, 4.041, 6.49, -7.4, 4.586, 8.544, -7.3, 4.269, 7.34, -7.1, 4.222, 6.756, -7.1, 3.782, 6.607, -7.1, 3.386, 8.709, -7.0, 2.053, 5.231, -7.0, 5.171, 8.897]"
CIMG_00533_prepared_Milbemycin,18,-6.7,"[-6.7, 0.0, 0.0, -6.6, 6.793, 9.511, -5.7, 1.069, 1.125, -3.7, 2.652, 6.517, -3.3, 4.313, 7.214]"
CIMG_00533_prepared_Milbemycin,19,-6.3,"[-6.3, 0.0, 0.0, -5.3, 12.55, 15.856, -5.3, 2.859, 9.345, -5.0, 2.984, 6.321, -3.7, 1.746, 2.434, -3.2, 14.753, 17.486, -3.2, 2.804, 8.502, -3.2, 6.437, 8.796, -2.8, 4.323, 8.424, -2.6, 3.246, 8.477]"
CIMG_00533_prepared_Milbemycin,3,0.0,"[0.8, 0.0, 0.0, 0.9, 2.218, 8.331, 2.3, 1.809, 7.619]"
CIMG_00533_prepared_Milbemycin,9,-8.2,"[-8.2, 0.0, 0.0, -7.7, 1.942, 7.606, -7.7, 1.661, 7.575, -6.7, 9.422, 14.068, -6.6, 6.19, 10.884, -6.4, 6.303, 11.386, -6.3, 7.802, 13.745, -6.1, 2.702, 8.44, -5.8, 9.782, 14.693, -5.6, 4.413, 11.248]"
CIMG_00533_prepared_Milbemycin,8,-7.8,"[-7.8, 0.0, 0.0, -6.6, 2.665, 4.338, -6.3, 2.242, 3.039, -6.3, 2.75, 7.8, -6.1, 2.235, 5.726, -5.8, 3.619, 6.919, -5.7, 3.361, 5.168, -5.7, 3.171, 8.651, -5.6, 2.418, 6.29, -5.6, 2.033, 2.884]"
CIMG_00533_prepared_Milbemycin,10,-6.7,"[-6.7, 0.0, 0.0, -6.6, 4.424, 7.672, -6.5, 4.231, 7.419, -6.3, 5.7, 10.266, -6.2, 1.906, 5.342, -5.8, 5.613, 10.073, -5.6, 3.525, 9.429, -5.5, 4.026, 10.476, -5.5, 3.45, 5.599, -5.0, 5.598, 9.068]"
CIMG_00533_prepared_Milbemycin,2,-8.7,"[-8.7, 0.0, 0.0, -8.6, 3.818, 8.951, -8.5, 4.073, 6.488, -8.2, 1.716, 7.522, -8.1, 3.149, 7.751, -8.1, 3.876, 9.518, -8.1, 6.378, 9.788, -8.1, 3.602, 7.052, -8.1, 5.182, 9.862, -8.0, 3.719, 6.186]"
CIMG_00533_prepared_Milbemycin,15,0.0,"[79.5, 0.0, 0.0, 80.8, 3.93, 6.501, 81.9, 8.126, 12.576]"
CIMG_00533_prepared_Milbemycin,7,-8.8,"[-8.8, 0.0, 0.0, -8.6, 4.322, 7.941, -8.1, 6.842, 10.093, -8.1, 2.618, 6.594, -8.1, 3.787, 4.997, -7.7, 6.919, 8.997, -7.6, 2.904, 4.079, -7.4, 3.075, 6.351, -7.4, 3.827, 9.562, -7.4, 5.498, 10.531]"
CIMG_00533_prepared_Milbemycin,13,-8.4,"[-8.4, 0.0, 0.0, -8.4, 3.372, 9.668, -8.3, 6.118, 9.025, -8.3, 3.159, 7.343, -8.3, 4.22, 8.151, -8.0, 3.656, 8.354, -7.8, 4.385, 7.657, -7.7, 2.934, 4.374, -7.7, 4.831, 9.402, -7.7, 3.594, 7.382]"
CIMG_00533_prepared_Milbemycin,21,-6.6,"[-6.6, 0.0, 0.0, -6.5, 2.898, 7.01, -6.5, 5.976, 10.465, -6.4, 2.701, 9.115, -6.4, 5.613, 9.661, -6.3, 2.964, 8.614, -6.3, 2.492, 4.106, -6.3, 5.285, 8.502, -6.2, 2.572, 8.266, -6.2, 2.14, 5.53]"
CIMG_00533_prepared_Milbemycin,17,-5.0,"[-5.0, 0.0, 0.0]"
CIMG_00533_prepared_Milbemycin,16,-1.1,"[-1.1, 0.0, 0.0, -0.3, 2.867, 9.098]"
CIMG_00533_prepared_Milbemycin,20,-8.3,"[-8.3, 0.0, 0.0, -7.0, 2.373, 8.086, -6.4, 2.744, 7.831, -6.0, 4.207, 8.357, -6.0, 3.418, 6.356, -5.9, 3.045, 7.448, -5.9, 3.258, 4.771, -5.7, 2.82, 7.826, -5.7, 3.498, 8.206, -5.4, 3.664, 5.513]"
CIMG_00533_prepared_Milbemycin,6,-8.4,"[-8.4, 0.0, 0.0, -8.2, 3.817, 9.596, -8.0, 0.997, 1.049, -7.4, 2.102, 2.72, -7.4, 2.264, 5.832, -7.2, 2.857, 7.59, -7.1, 2.414, 5.667, -6.6, 4.662, 7.847, -6.4, 2.103, 7.883, -6.4, 2.068, 5.47]"
CIMG_00533_prepared_Verapamil,5,-7.5,"[-7.5, 0.0, 0.0, -7.4, 1.264, 2.709, -7.4, 1.05, 1.876, -7.3, 1.589, 2.942, -7.2, 3.116, 5.704, -7.2, 1.758, 3.268, -7.2, 1.628, 2.743, -7.1, 3.038, 7.546, -7.1, 1.568, 2.924, -7.1, 2.49, 6.977]"
CIMG_00533_prepared_Verapamil,12,-3.0,"[-3.0, 0.0, 0.0, -2.7, 1.241, 2.254, -2.2, 1.88, 2.758, -2.2, 1.481, 2.813, -0.6, 2.228, 3.529, -0.5, 1.042, 2.511, -0.4, 1.99, 3.572, 0.2, 8.106, 13.257, 0.3, 9.903, 16.153, 0.7, 2.553, 11.156]"
CIMG_00533_prepared_Verapamil,1,-8.5,"[-8.5, 0.0, 0.0, -8.5, 2.62, 10.051, -8.4, 2.88, 5.624, -8.4, 1.098, 1.999, -8.4, 3.425, 5.742, -8.4, 1.651, 2.893, -8.3, 2.494, 9.962, -8.3, 3.762, 9.595, -8.3, 1.96, 10.567, -8.2, 1.32, 2.267]"
CIMG_00533_prepared_Verapamil,14,-7.5,"[-7.5, 0.0, 0.0, -7.4, 3.927, 5.203, -7.4, 3.499, 9.729, -7.4, 1.478, 1.956, -7.4, 3.626, 4.926, -7.4, 1.812, 8.056, -7.3, 2.681, 5.218, -7.3, 3.986, 5.595, -7.3, 3.768, 5.107, -7.2, 2.126, 8.017]"
CIMG_00533_prepared_Verapamil,4,-6.6,"[-6.6, 0.0, 0.0, -6.5, 1.02, 2.01, -6.5, 2.64, 10.355, -6.5, 1.453, 2.907, -6.5, 1.409, 10.974, -6.3, 3.833, 6.052, -6.3, 2.01, 10.759, -6.2, 3.731, 5.907, -6.2, 3.185, 4.828, -6.1, 2.304, 4.212]"
